p_PerfTitleClean,e_EventId
British Fortitude or An Escape from France,1
Chorus of Witches and Spirits as17971107 but Miss Wentworth Miss  Menage  Kelly Mrs  Bland,1
Chronohotonthologos,1
British Fortitude and Hibernian Friendship,1
British Fortitude Or An Escape From France,1
By Particular Desire,1
By Particular Desire O,1
By Sga Gallini who never appeard on that stage before and Miss Hilliard in a Pantomime Ballet calldThe Judgment of Paris,1
Cento as17810807,1
Captain OBlunder or the Brave Irishman,1
Cartouche Or The French Robbers,1
Cartouche The French Robber,1
Castle Of Andalusia,1
Calphurnia,1
Calistos Additional performers,1
Catharine and Petrucio,1
Catharine and Petrucio Witches Hopkins,1
Calisto Or The Chaste Nimph,1
Caligula,1
Caius Marius,1
Caius Fabricius,1
British Fortitude And Hibernian Friendship Or An Escape From France,1
Catherine And Petruchio,1
Caesar Borgia Son Of Pope Alexander Vi,1
Caernarvon Castle or The Birth of the Prince of Wales,1
Catherine and Petruchio or The Taming of a Shrew,1
Catherine and Petruchio or The Taming of the Shrew,1
Caelia Or The Perjurd Lover,1
Catilines Conspiracy,1
CYRUS,1
Cato Burlesqued,1
COMUS ,1
CATHERINE AND PETRUCHIO,1
By the most Famous Rope Dancers of Europe who perform such strange and surprising Things on the Dancing Rope as are incredible to relate with great Variety of Encomparable fine Tumbling Walking on the Slack Rope Vaulting  far surpassing all that has ever yet been seen,1
Celadon and Florimel or The Happy Counterplot,1
Caesar In Aegypt,1
At Hay King John,1
Chrononhotonthologos Emperor of Queeramania,1
Britannia With Harlequin in the City,1
Between Acts her two favorite Vauxhall songs Hes Aye Kissing Me Tally Ho,1
Comic part of Spanish Fryar,1
Between Acts Master Nelson End IV Solemn Dirge and the Funeral Procession of Juliet to the Monument of the Capulets,1
Comical Courtship or The Battle Royal,1
Comment,1
Commissary,1
Berenice,1
Compleat Consort,1
Belphegor Ou Arlequin Aux Enfers,1
Belphegor Or The Marriage Of The Devil,1
Bellamira Or The Mistress,1
Concert Of Catches And Glees,1
Before the Curtain draws up the celebrated Cento written by Richard,1
Before The Occasional Prelude,1
Concerto Spirituale Judas Maccabaeus,1
Before By particular desire New Occasional Prelude,1
Concerto on French Horn Charles first time of his performing since his arrival concerto on German Flute Burk Thumoth After which will be acted Gratis the Tragedy,1
Before By Particular Desire the eleventh night New Occasional Prelude,1
Before By Particular Desire the Occasional Prelude,1
Concerto on German Flute Weideman Concerto on Violoncello Caporale Concerto on Hautboy T,1
Concluding with The Sultan,1
Concluding with a Musical Entertainment composd by Arne of Neptune and Amphitrite,1
Concluding with the Loves of Shepherds and Shepherdesses,1
Beauty and Virtue,1
Consisting of Church Musick  for six or eight Voices by Mr DeFesch Several Songs in Italian Mrs De Fesch the first Time of he  performing in publick since her Arrival in England a new Concert on the Violon Mr DeFesch a Solo  composed and performd on the Bass Viol Mr St,1
Between I and II upon the Present happy Occasion the naval victory off Cape St,1
Colombine or Harlequin Turnd Judge,1
Between II and III of the aboveSylvester Daggerwood,1
Between Main and Afterpiece an Entertainment True Blue or The Press Gang,1
Britains Sons or Success to our Heroes,1
Britains Glory or A Trip to Portsmouth,1
Bribery on both Sides,1
Brett the surprising voice of the famous African who sings several songs with Mock Voices particularly in Imitation of a young Child,1
Bonduca Queen Of The Britons,1
Cinnas Conspiracy,1
Cinthia And Endimion Or The Loves Of The Deities,1
Cleartes,1
Boadicea Queen Of Britain,1
Blue beard,1
Cleomenes,1
Cleomenes Or The Spartan Hero,1
Britannia or Love and Glory,1
Cleomenes The Spartan Heroe,1
Between the Acts Tally Ho,1
Cleonice Princess Of Bithynia,1
Between the Acts Concerto on Piano Forte Hook by Particular Desire The Ode Hook for the opening of the New Exhibition Room of the Royal Incorporated Artists of Great Britain,1
Clotilda,1
Colombine Courtesan,1
Between play and farce Dish of All Sorts Mr Shuter will entertain the Audience,1
Colombine Courtezan Intermixd with Songs,1
Colombine Courtezan With the Ridotto Al Fresco,1
Colombine Courtezan With the Ridotto AlFresco,1
Between acts oratorio Verdi Rale i,1
Between Play and Farce Shuters Dish of All Sorts As17590322 for that night only,1
Between Play and Entertainment A Comic Interlude taken from the Primitive Puppet Show calld A Sentimental Comedy or Piety in Pattens,1
Between the acts Tally ho,1
Diversions of the Morning,1
Divine Musick in Praise of Religion and Vertue   both Vocal and instrumental with new Anthems composd by Mr Blow an Oration by Mr Collier Pieces by Mr Tate her Majestys Poet Laureat,1
At Hay Isabella,1
End I Grand Serious Ballet as17810515 Grand Chaconne as17810515,1
End I Hail,1
End I Handels 4th concerto on the organ J,1
End I Hes Aye Kissing Me as17780428 End II the much admird song in The Milesian being a description of a Naval Engagement Stand to your guns my hearts of oak Bannister In V song as17771203,1
End I Hippomene et Atalante as17790325End II Ballet by Fairies as17790302 ,1
End I Hippomene et Atalante as17790325but Mlle  Vidini End II Les Moissonneurs as17781229 End Opera New Ballet as17781128 but Mme  Simonet Mlle Bacelli,1
End I Hornpipe Cornet Mrs Anderson II Peasants Dance Welman Mrs Anderson III The Character of Signora Cattina Venetiana  IV Niais and Niaise  Foolish Man and Woman  V Twelve Grotesque Character viz,1
End I LAmadriade,1
End I LAmadriade  See17910505 End Part II Orpheus and Eurydice as17910331 ,1
As17840207 throughout ,1
End I La Clochette as17770617 but omitted Sga Zuchelli End II Minuet de la Cour as17770508 End Opera Serious Ballet Mons and Mme Simonet Vallouylecadet Mlle Baccelli,1
End I La Fete Provencale  End II Orpheus and Eurydice as17910331 ,1
End I La Fete Provencale as17910514,1
End I La Fete Provencale as17910514 with The Devonshire Minuet Vestris Sen,1
End I La Fete Provencale as17910610 End II Les Folies dEspagne as17910610 but Vestris,1
End I La Fete Provencale as17910610 End II Orpheus and Eurydice as17910331 ,1
End I La Fete Provencale as17910610 End II an entire new dance composed by Vestris Sen,1
End I La Fete de Flora  with Chaconne Mlle Baccelli End II Silvie S,1
End I La Fete des Matelots et des Provencaux as17910414 together with a terzetto Davide Albertarelli Sga Sestini End II Orpheus and Eurydice as17910331 ,1
End I La Force de lAmour as17761214 End II Comic Ballet as17770204 End Opera Serious Ballet as17770225,1
End I La Force de lAmour as17761214 End II Grand Serious Ballet as17761102 but Mons  Simonet Vallouylecadet End Opera Les Amans Heureux as17770104,1
End I La Force de lAmour as17761214 End II Grand Serious Ballet as17761130 End Opera Les Amans Heureux as17761217 but Sga Zuchelli,1
End I La Force de lAmour as17761214 End II Grand Serious Ballet as17761217 Passacaile   Chaconne   End Opera Les Amans Heureux as17770104,1
End I La Force de lAmour as17761214 End II Les Amans Heureux as17770104 End Opera a new grand Serious Ballet LEpouse Persane Mons and Mme Simonet Vallouy Sg and Sga Zuchelli Vallouylecadet,1
End I La Force de lAmour as17761214 End II New Serious Ballet as17770412 End Opera La Clochette as17770531,1
End I Grand Serious Ballet as17801216 but Mlle  Baccelli Grand Chaconne as17801216,1
As17840309hroughout ,1
End I Dutch Dance Miss Robinson a Scholar of Mr Essex,1
End I Divertisement as17910326End Part II La Mort d Hercule See17910412 ,1
End Gli Schiavi per Amore,1
End I 1st concerto  Op,1
End I 1st concerto of Geminiani Geminiani Op,1
End I 1st piece Oh say Bonny Lass will you carry a Wallet,1
End I 1st piece a Song Master Gray End II The Muffin Man Written by T,1
End I 2nd piece The Richmond Primrose Girl Music by Spofforth Poetry by William Pearce Esq,1
End I 2nd piece Tragic Imitations Mrs Wells End II Comic and Vocal Imitations Mrs Wells End play Favourite Speech the ring speech in IV,1
As17840615throughout ,1
As17840522 throughout ,1
End I 3rd piece a sonata from Op,1
End I A Provencale as17910414,1
As17840511 throughout ,1
End I La Force de lAmour as17761214 End II Serious Ballet as17770225 End Opera Les Amusemens Champetres as17761102,1
As17840424 throughout ,1
End I Amphion et Thalie,1
End I Annette et Lubin,1
As17840422 throughout ,1
End I As17810424,1
As17840415 throughout ,1
End I As17880315but Euthyme et Eucharis  ,1
End I Comic Ballet as17770204 End II La Force de lAmour as17761214 End Opera LEpouse Persane as17770121,1
End I Comic Ballet as17770204 End II Serious Ballet as17770225 End Opera a new Ballet Demi caractere La Paysane Distraite Vallouy Mme Simonet Sg Zuchelli Sga Zuchelli Vallouylecadet Mlle DeCamp,1
End I Comic Ballet as17770204 End II a new Serious Ballet Simonet Mlle Baccelli 1st appearance this season Sg Zuchelli Sga Zuchelli Vallouylecadet in which a Grand Chaconne Simonet Mlle Baccelli a Pas de Deux Simonet Mlle Baccelli End Opera LEpouse Persane as17770121,1
End I Divertisement Vestris,1
End I Divertisement as17910326End II Orpheus and Eurydice as17910326but Mlle  Dorival Mlle St,1
End I Divertisement as17910326End II Provencale as17910414,1
End I Admete as17890402 End Opera a new Ballet composed in Paris by Gardel Sen,1
End For That Night Only a New Grand Pantomimical Dance calld The Recruits,1
End I La Force de lAmour as17761214 End II a new Comic Ballet Vallouy Mme Simonet Sg and Sga Zuchelli Vallouylecadet End Opera a new Masquerade Dance  in which a Provencal Vallouylecadet a Scaramouch Sg and Sga Zuchelli Minuet Mons and Mme Simonet to conclude with Country Dance all the Characters,1
End I La Mort dHercule as17910503 End II a new dance composed by Vestris Sen,1
As17810324throughout,1
End I Les Amusemens Champetres as17761102 End II Grand Serious Ballet as17761102 End Opera a new Ballet Demi caractere Les Chasseurs Mons Vallouy Mme Vallouy Sg and Sga Zuchelli Simonin Vallouy,1
End I Les Amusemens Champetres as17761102 End II Les Amans Heureux as17761102 End Opera Grand Serious Ballet as17761102,1
As17810116,1
End I Les Caprices de Galatee as17810329in which a Minuet Gavotte Simonet ballet Master Simonets Daughter only 6 years old and also The Devonshire Minuetas17810327Mme Simonet Vestris Sen,1
End I Les Chasseurs as17770315End II New Serious Ballet as17770412 End Opera La Clochette as17770315 ,1
End I Les Fetes de Tempe see17880228 End Opera a new grand Tragic Ballet never performed Euthyme et Eucharis composed by Noverre,1
End I Les Folies dEspagne as17910621 but Casali,1
End I Les Mariages Flamands as17900227 at hay End Opera The Generous Slave as17900527 at hay,1
End I Les Oiseleurs as17790123 End II Ballet by Fairies as17790302End Opera New Ballet as17790227,1
End I Les Oiseleurs as17790123 End Opera New Ballet as17790227,1
End I Les Oiseleurs as17790123 but Sga  Zuchelli Sga Tinti End II Les Moissonneurs as17781229 End Opera Les Nymphes de Diane as17781124,1
End I Les Oiseleurs as17790129 End II Les Moissonneurs as17781229 End Opera New Ballet as17781128,1
End I Les Oiseleurs as17790129 End II Les Moissonneurs as17781229 End Opera New Ballet as17791128 but Mlle Baccelli,1
End I Les Oiseleurs as17790129 End Opera Les Nymphes de Diane as17781124,1
End I Les Paysans Voles LeDet Sg and Sga Zuchelli End II Les Moissonneurs as17781229 End Opera New Ballet with Quadrilles as17790615,1
End I New Divertissement as17890606 End Opera Annette et Lubin ,1
End I New Serious Ballet as17770412 End II La Clochette as17770315but  Vallouy End Opera Serious Ballet as17770524,1
End I New Serious Ballet as17770412 End II La Paysane Distraite as17770520 but Mme  Simonet End Opera Serious Ballet Mons and Mme Simonet Sg and Sga Zuchelli Vallouylecadet Mlle DeCamp Mlle Baccelli,1
End I New Serious Ballet as17770412 End II Les Amans Heureux as17770104 End Opera Serious Ballet as17770225Chaconne   Pas de deux  ,1
End I New Serious Ballet as17770412 End II Les Amans Heureux as17770104 End Opera Serious Ballet as17770524,1
End I New Serious Ballet as17770412 End II Les Chasseurs as17770315End Opera La Clochette as17770315 ,1
End I Ode on St,1
End I Primroses deck the Banks green side composed by Linley,1
End I Rural Grace as17771002,1
End I Les Amans Heureux as17770104 End II Serious Ballet as17770225 End Opera Masquerade Dance as17770204,1
End I Les Amans Heureux as17770104 End II Serious Ballet as17770225 End Opera La Clochette as17770315 ,1
End I Les Amans Heureux as17770104 End II New Serious Ballet as17770412 End Opera La Clochette as17770315 ,1
End I Les Amans Heureux as17770104 End II La Force de lAmour as17761214 End Opera LEpouse Persane as17770121,1
End I La Noche Hollandoise  as17781229 but Sga  Zuchelli End II Les Moissonneurs as17781229 End Opera Les Nymphes de Diane as17781124,1
As17820221 throughout ,1
End I La Noche Hollandoise as17781124 End II Les Moissonneurs as17781229 End Opera Les Nymphes de Diane as17781124,1
End I La Noche Hollandoise as17781124 End II new ballet Les Moissonneurs the music by the celebrated Paisiello with a Pas de Deux Anacreontique Mme Simonet Slingsby Banti Sga Tinti Sg and Sga Zuchelli LeDet End Les Nymphes de Diane as17781124,1
End I La Noche Hollandoise as17781124 but  Banti LeDet End II Les Moissonneurs as17781222 but Sg and Sga  Zuchelli End Opera Les Nymphes de Diane as17781124,1
As17820219 throughout ,1
End I La Nymphe et le Chasseur Didelot Mlle Adelaide End Opera Les Caprices de Galatee as17890523,1
End I La Nymphe et le Chasseur as17890319End Opera Les Caprices de Galatee ,1
As17820207 throughout ,1
End I La Paysane Distraite as17770524 End II Serious Ballet as17770225 End Opera La Clochette as17770315 ,1
End I La Paysane Distraite as17770524 End II Serious Ballet as17770225 End Opera La Clochette as17770531,1
As17820112 throughout ,1
End I La Mort d Hercule as17910411 Hercule  Vestris Sen,1
End I La Paysane Distraite as17770524 but Sga  Zuchelli End II Serious Ballet as17770225 but Sga  Zuchelli End Opera La Clochette as17770315but Sga  Zuchelli,1
End I La Paysane Distraite as17770617 End II New Serious Ballet as17770412 but Sga  Zuchelli End Opera Serious Ballet as17770524 but Sga  Zuchelli,1
End I La Paysane Distraite as17770617 End II Serious Ballet as17770617 End Opera La Clochette as17770315but Sga  Zuchelli Mlle DeCamp,1
End I Le Mariage Mexicain as18000225 End Opera a new Ballet 1st time composed by  DEgville Hyppomene et Atalante Deshayes Laborie Didelot DEgville Mlle Parisot Mme Laborie Mme Hilligsberg Mlle J,1
As17810526 throughout,1
End I Le Triomphe de Themis as17971226 Pas Russe Laborie Mme Hilligsberg End Opera a new Pastoral Ballet in 4 acts composed by S,1
End I Les Amans Heureux as17761102 End II Grand Serious Ballet as17761102 End Opera Les Chasseurs as17761112,1
End I Les Amans Heureux as17761102 End II Grand Serious Ballet as17761102 but Mons  Simonet in which a Passacaile Mme Simonet Chaconne Mme Simonet End Opera Les Chasseurs as17761112,1
End I Les Amans Heureux as17761102 End II Grand Serious Ballet as17761130 End Opera a new Comic Dance composed by Zuchelli La Force de lAmour Sg and Sga Zuchelli,1
As17810504,1
End I Les Amans Heureux as17761102 but Mme  Vallouy End II Serious Ballet as17761130 End Opera La Force de lAmour as17761207,1
End I Les Amans Heureux as17770104 End II Divertisement Simonet Mlle Baccelli Sg and Sga Zuchelli Vallouylecadet End Opera New Ballet composed by Simonet Simonet Mlle Baccelli Mlle DeCamp Sg and Sga Zuchelli in which particularly a grand Chaconne in two Parts habille en homme Mme Simonet,1
As17810501 throughout,1
End I La Paysane Distraite as17770617 End II La Clochette as17770624 End Opera Serious Ballet as17770621,1
End of mainpiece as17820401 but omitted Holloway ,1
End Farce The Coblers Jealous Wife,1
End Double Hornpipe as17670427,1
As17931012 but Mrs Peachum Mrs Fawcett,1
Dr Lasts Examination Before the College Of Physicians,1
Dr Lasts Examination before the College of Physicians,1
Dr Lastss Examination BEFORE THE COLLEGE OF PHYSICIANS,1
Dramatic Lecture,1
Drummer,1
Drums Demolishd or Bickerstaffs Unburied Dead,1
Drydens Ode,1
Drydens Ode for St,1
DuRuel particularly Dutch Slipper  Skipper,1
As17920414 Imitations End I several Imitations entirely New Mrs Wells Monologue,1
Duke And No Duke Or Trapolin Supposd A Prince,1
As17920121,1
As17910702,1
Duke and No Duke or Trapolins Vagaries,1
Duke and No Duke or Trappolins Vagaries,1
As17910602,1
Duologue,1
As17910426,1
Dutch Skipper by dVallois and Mrs Bullock,1
As17910326 ,1
As17910323 ,1
Eastward Hoe Or Ye Prentices,1
As17910211,1
As17901124 but Vocal Parts Mrs Bland,1
Dr Last in his Chariot,1
Douglas Or The Noble Peasant,1
As17931012 but Mrs Peachum Mrs Henley,1
Double Jealousy,1
At Hay Douglas,1
Doctor Lasts Examination before the College of Physicians,1
Astyanax,1
Domitian Or The Roman Actor,1
Don Carlos Prince Of Spa1n,1
As17991114,1
As17981203,1
As17981114 but New Hornpipe  ,1
As17971107 but Chorus of Witches and Spirits Miss Wentworth Miss  Menage,1
As17971107,1
Don Juan or The Libertine Destroyd,1
As17960219,1
As17901011,1
Don Quixote Part I,1
As17940929 but Vocal Parts  ,1
Don Quixote in England or The Humours of Sancho Pancha,1
As17940929,1
As17931226 ,1
As17931211 but omitted Mat o the Mint,1
Don Sebastian Prince Of Portugal,1
Don Sebastion King Of Portugal,1
Don Trastullo,1
Dorastus And Faunia Or The Royal Shepherdess,1
Double Dealer,1
Double Falsehood Or The Distrest Lovers,1
As17931211,1
As17950407,1
End Drunken Peasant,1
Edwin,1
As17891117 but the Masque of Neptune and Amphitrite  Sedgwick Neptune  Shaw,1
End Act I Les Amans Heureux as17770104 End II Serious Ballet as17770225 End Opera LEpouse Persane as17770121,1
End Afterpiece A Dance of Six Ethiopians,1
End Afterpiece Grand Ballet,1
End Afterpiece The Amorous Clown or The Courtizan,1
End Afterpiece The Amorous Clowns or the Courtesans,1
End Afterpiece The Grand Dance to The Country Revels,1
As17850811,1
End An Irishmans Tour thro London or Tullys Vocal and Rhetorical Description of Westminster Abbey St Jamess St,1
End As17810424,1
As17850426 throughout ,1
End As17881010 Afterpiece to conclude with a Grand Dance,1
End As17891113 Afterpiece to conclude Grand Dance,1
End As17931002,1
As17850303hroughout ,1
As17850111 throughout ,1
As17840619throughout ,1
End As17950601 but New Reel Mrs  Fialon,1
End By Particular Desire Lincos Travels,1
End By Particular Desire of several persons of Quality a Minuet Noverre Mrs Palmer,1
End By particular Desire of several Persons of Distinction for this night only A Dish of All Sorts Shuter as17620329,1
End Charles Gondorff a Hungarian,1
End Dermot and Kathlane,1
End Dermot and Kathlane or The Irish Wedding,1
End Dermot and Kathlane or The Irish Wedding 1st time composed by Byrn,1
End Dermot and Kathlane or The Irish Wedding composed by Byrn,1
End A Scene from The Register Office,1
As17860218 throughout but Acis and Galatea here entitled a New Divertissement ,1
End A New Grand Ballet calld The Wapping Landlady,1
As17860225,1
As17891117 but Vocal Parts Miss  Romanzini,1
As17891017 but Vocal Parts  Fawcett  Wilson  Maddocks  Alfred  Lyons Mrs  Fox Miss  Barnes Miss  Stageldoir Mrs  Shaw Mrs  Butler,1
As17891013 but Vocal Parts Miss Hagley,1
Elisa,1
As17890528,1
As17890520,1
Eliza An English Opera,1
As17890227,1
As17881117 but Vocal Parts Miss Hagley Miss  Collett,1
Elopement,1
Elpidia Or The Generous Rivals,1
As17881117 but Vocal Parts Dignum Sedgwick Miss Collett Miss Romanzini,1
Edwy And Elgiva,1
As17880329 ,1
As17860615throughout ,1
End 1st piece a new concerto on the hautboy composed by W,1
End 2nd piece New Dance  in which The Princess of Waless New Minuet and Gavot J,1
As17860429 throughout,1
End 2nd piece Pizarre ou La Conquete du Perou 1st time composed by Gallet with music by Mazzinghi,1
End 2nd piece The Country Club Bannister Jun,1
End 2nd piece The Labyrinth,1
End 2nd piece The Scotch Ghost,1
End 3rd piece a grand dance never performed Gli Schiavi per Amore,1
End A Chapter of Fashions never performed written by T,1
End A Grand Ballet calld Vertumnus and Pomona,1
End A New Comic Entertainment of Dancing calld The Bird Catchers,1
Emperour of the Moon,1
End of mainpiece as17841022 Afterpiece to conclude with a Grand Dana,1
Anew Way To Pay Old Debts,1
Alexanders Feast Acis And Galatea,1
A Grand Selection 0 Main Of Sacred Music From The Works Of handel,1
Harlequin Englishman or Spaniard Outwitted,1
Harlequin Englishman or The Frenchman Bit,1
A Grand Selection 0 Composed By g,1
Harlequin Grand Volg1,1
Harlequin Grand Volgi Being the Comic Interlude of Cephalus and Procris,1
A Grand Masked Ball With A Supper,1
Harlequin Happy or Jack Spaniard Bit,1
Harlequin Happy or The Frenchman Bit,1
A Generosita Dalessandro,1
Harlequin Hulla,1
A Gazette Extraordinary Or The Illumination,1
Harlequin Hydaspes Or The Greshamite,1
Harlequin Imprisond,1
Harlequin Imprisond or The Country Wake,1
Harlequin Inchanted,1
A Friend In Need Is A Friend Indeed,1
Harlequin Invisible in the Emperor of Chinas Court,1
A Fools Preferment Or The Three Dukes Of Dunstable,1
A Fete scene I,1
Harlequin Junior or The Magis Cestus,1
A Fete The Fete Anticipated,1
Harlequin Mountebank or The Squire Electrified,1
Harlequin Dr Faustus With a New Additional Scene,1
A Fete A Medley,1
A Grand Selection 0 Of Music,1
Harlequin Dissected or The Biter Bit,1
A Grand Selection Of Music Chiefly From The Works Of Handel,1
End of mainpiece as17931012,1
Hamlet as Written By shakespeare,1
Hampstead Heath,1
Handels Water Musick as17340514 ,1
A Grand Selection 0of Sacred Music From The Works Of handel Messiah,1
A Grand Selection 0of Sacred Music From The Works Of Handel,1
Hanging and Marriage or The Dead Mans Wedding,1
Hannah Hewit Or The Female Crusoe,1
Hark,1
A Grand Selection 0of Favourite Songs And Chorusses From The Works Of handel,1
Harlequin  Doctor Faustus,1
Harlequin  Student,1
Harlequin 1n the City,1
Harlequin Astrologer Infant Ch1mney sweeper Statue Parrot  Skeleton,1
A Grand Selection 0from The Works Of handel Messiah,1
A Grand Selection 0 Principally From The Works Of handel Redemption 0,1
Harlequin Barber,1
A Grand Selection 0 Of Sacred Music From The Works Of Handel Messiah,1
Harlequin Captive or the Sallee Rover,1
A Grand Selection 0 Of Sacred Music Chiefly From The Works Of handel Debora And Sisara,1
Harlequin Conjuror Or Pantaloon Disected,1
A Grand Selection 0 Of Music From The Works Of handel boyce And purcell,1
A Grand Selection 0 Of Music From The Works Of handel,1
A Favourite Scene from the end of Act II of The Register Office and see17770422,1
A Favourite Scene from New Hay Sylvester Daggerwood,1
Harlequin Orpheus or The Magical Pipe,1
A Consort of Musick composed by the late Mr Henry Purcel,1
Harlequin Turnd Dancing Master or The Highlander Bit,1
Harlequin Turnd Judge,1
Harlequin Turnd Philosopher Or The Country Squire Outwitted,1
A Concerto Spirituale,1
A Concert Of Vocal And Instrumental Musick,1
A Commonwealth Of Women,1
A Comical Transformation,1
A Comic Dance Granier Mrs Granier,1
Harlequin and Quixotte or The Magic Arm,1
A City Ramble or The Humours of the Compter,1
Harlequin the Man in the Moon,1
Harlequin the Man in the Moon With His Adventures in Southwark Fair,1
A Burgo Master Trickd,1
Harlequins Contrivance or  The Plague of a Wanton Wife,1
Harlequins Contrivance or The Jealous Yeoman Defeated,1
A Bundle Of Prologues,1
Harlequins Distress Or The Happiness Of Colombine,1
Harlequins Frolic or A Voyage to Prussia,1
Harlequins Frolicks or The Power of Witchcraft,1
Harlequins Gambols,1
A Bickerstaffs Burying Or Work For The Upholders,1
Harlequins Invasion in Three Parts,1
Harlequin Triumphant,1
Harlequin Student or The Fall of Pantomime With the Restoration of the Drama,1
A Cure for A Scold,1
Harlequin Statue with Escape into Quart Bottle,1
A Duke and no Duke or The Power of Magick,1
A Duke  and no Duke,1
A Dramatic Cento,1
A Dialogue which was Sung before Her Majesty on Her Birthday at St,1
A Devil of a Lover,1
A Day at Rome,1
Harlequin Restord or Taste a la mode,1
Harlequin Restord or The Country Revels,1
Harlequin Reveller,1
Harlequin Sauvage,1
Harlequin Scapin Or The Old One Caught In A Sack,1
Hamlet Prince of Denmark,1
Harlequin Scaramouch and a Countryman,1
Harlequin Sclavonian orMonsieur in the Suds,1
A Dance after the Neapolitan Manner  With a New Invention first Contrivd by Monsieur St,1
Harlequin Shipwreckd ,1
Harlequin Shipwrecked from Rylands MS,1
Harlequin Skeleton with Alterations and Two Additional Scenes,1
A Cure for a Scold or The Taming of a Shrew,1
Harlequin Sorcerer with Loves of Pluto and Proserpine,1
Harlequin Sorcerer with the Loves of Pluto and Proserpine With Alterations,1
A Cure for a Coxcomb or The Beau Bedevild,1
Harlequin Statue or The Farmer Deceivd,1
A Cure for Covetousness or The Cheats of Scapin,1
Harlequin Sclavonian,1
A Beggar on Horseback A Dramatic Proverb,1
A Grand Selection of Sacred Music 0 Messiah,1
HOW TO BE HAPPY,1
George Dandin Or The Wanton Wife,1
A School For Grey beards Or The Mourning Bride,1
George For England,1
George For England Or The Triumphs Of Roast Beef,1
A School For A Wife Or The Lucky Adventure,1
A Rehearsal Of Kings Or The Projecting Gingerbread Baker With The Unheard Of Catastrophe Of Macplunderkan King Of Roguomania And The Ignoble Fall Of Baron Tromperland King Of Clouts,1
Gianguir,1
Gibraltar,1
Gibraltar Or The Spanish Adventure,1
A Quarter of an Hour before Dinner or Quality Binding,1
A Plot or no Plot or Jacobite Credulity,1
A Plot And No Plot,1
A Peep into Elysium or Foote Weston and Shuter in the Shades,1
Gli Amanti Gelosi or The Birth of Harlequin,1
A Peep behind the Curtain or An Opera Rehearsal,1
A Peep Behind the Curtain,1
A Nosegay of Weeds or Old Servants in New Places,1
Gli Amanti Ridicoli,1
A Nicknackatory,1
A New Selection,1
Gloriana Or The Court Of Augustus Caesar,1
Glorious Queen Of Hungary Or The British Troops Triumphant With The Comical Humours Of paddy The Irishman tom Thimble The Taylor And tim Buzzle The Cobler,1
A New Pantomime don Juan,1
A School For Ladies Or The Levee Of Lovers,1
Grand Ballet DAmour with Adonis,1
A Sea Voyage,1
A Second Grand Selection 0 Of Sacred Music From The Works Of Handel,1
Fryar Bacon Or The Country Justice  With The Humours Of tolfree The Miller And His Son ralph,1
Fun And Frolic,1
Fun and Frolic or Sailors Revels,1
A True Widow,1
GGrand Comic Dance,1
A Triple Hornpipe Miss Matthews Miller Eves being his first appearance,1
A Trip to the Nore ,1
A Trip to Elysium or Foote Weston Shuter and Edwin in the Shades,1
A Trip To Elysium Or Foote Weston And Shuter In The Shades as Performed For Wilsons Benefit Last Season At The Above Theatre on 10 Aug,1
GRETNA GREEN,1
GUY FAWKES,1
Gallic Gratitude,1
A Song for Every Body,1
Gallic Gratitude or The Frenchman in India,1
A Solo on the Violin Collett a Concerto on the Harpsichord Gladwin several Pieces on the Trumpet Snow Likewise the Dead March in Saul to be performed with the Sackbuts To which will be added set to Musick Drydens Ode on St,1
Gamester,1
Gander Hall,1
A Serenata,1
A Selection from Acis and Galatea,1
A Second Grand Selection 0 Of Sacred Music From The Works Of handel,1
Gardeners Wedd1ng,1
Gardeners Wedd1ng Or The Waterman Defeated,1
Genii,1
George Barnwell Or The London Merchant,1
Grand Composition Of Fun And Music,1
A New Kind Of Concert,1
A New Impromptu,1
Griselda,1
A MOGUL TALE or The Descent of the Balloon,1
Guilt Its Own Punishment Or Fatal Curiosity,1
Gustave Vasa Or Gustavus The Great King Of Sweden,1
Guy Earl Of Warwick With The Comical Distresses Of Rogero Guys Servant,1
HARLEQUIN AND FAUSTUS or The Devil will have his Own,1
A Lyric Ode Alexanders Feast And The Coronation Anthems,1
A Lick at the Town,1
HARLEQUIN PEASANT and see17931226,1
A Lesson for Lawyers,1
HARLEQUIN PEASANT or A Pantomime Rehearsed,1
A L L THE WORLDS A STAGE,1
HARLEQUIN TeAGUE,1
A Kinge And No Kinge,1
A Key to the Lock,1
A Jubilee in Commemoration of Handel and Shakespeare,1
HHandels Water Musick  Preamble on the Kettle Drums Benj,1
HHarlequin Pierrot St,1
A Jovial Crew Or The Merry Beggars,1
A Jovial Crew,1
A Journey to Bristol or The Honest Welshman,1
A Journey to Bristol or The Faithful Welshman,1
HHornpipe J,1
A Masonic Melange,1
A Masque In Honor of the Nuptials of His Royal Highness the Prince of Wales with Caroline Princess of Brunswick on 8 April 1795,1
A Masquerade Anticipated,1
A Medley,1
A New Eclogue,1
A Naval Interlude,1
A Musical Oglio,1
Grand Concerto Spirituale 1,1
Grand Concerto Spirituale 2,1
Grand Concerto Spirituale 3,1
Grand Dance as17781102,1
Grand Dance in Momus as17331231 ,1
Grand Entertainment Of Vocal And Instrumental Musick,1
Grand Entertainment not performed these 3 years calld The Savoyard Travellers,1
Grand Selection 0,1
Hail Fellows Well Met,1
Grand Selection 0 Of Music From The Works Of handel,1
