p_PerfTitleClean,e_EventId
End Opera Ninette a la Cour,6
End Opera Sapho et Phaon,6
Piety In Pattens,6
Love For Money Or The Boarding School,6
The Feignd Innocence Or Sir Martin Marall,6
The Double Deception,6
What Is She,6
Lorenzo,6
Appius,6
Love Runs All Dangers,6
Eurydice,6
Il Puntiglio Amoroso,6
The Devil Of A Wife Or A Comical Transformation,6
As17780109,6
As17771018,6
Sir John Cockle at Court,6
The Rival Modes,6
The Rival Fools,6
The Traytor,6
The Family Party,6
The Mother in law Or The Doctors The Disease,6
The Spendthrift,6
Secret Love,6
End II LAmadriade,6
I Viaggiatori Ridicoli,6
The Reprisal or The Tars of Old England,6
The Spleen,6
The Toyshop,6
Oscar and Malvina or The Hall of Fingal,6
Greenwich Park Or The Merry Citizens,6
King Henry The Fifth Or The Conquest Of France,6
Rose and Colin,6
As17741217,6
A Grand Selection 0 Of Sacred Music From The Works Of Handel,6
Rosalinda,6
Robinson Crusoe or Harlequin Friday,6
The Rape of Proserpine with the Birth and Adventures of Harlequin,6
Eugenia,6
As17790325 ,6
Troilus And Cressida,6
Titus Andronicus Or The Rape Of Lavinia,6
The Impostors,6
The Blazing Comet,6
The Court of Alexander,6
The Wishes,6
Idalide,6
Young Men and Old Women,6
Iphiginia in Aulide,6
The Albion Queens Or The Death Of Mary Queen Of Scots,6
The Libertine Destroyd don John,6
Knave Or Not,6
Don John Or The Libertine Destroyd,6
The Country Attorney,6
The London Merchant Or George Barnwell,6
Duke And No Duke,6
The Waterman or The First of August,6
A Grand Selection 0,6
La Fete du Ciel,6
Italian Villagers,6
The Gipsies,6
The Critic or A Tragedy Rehearsd,6
Theodora,6
The Guardian Outwitted,6
A Word To The Wise,6
At Kings Artaxerxes,6
The Horse And The Widow,6
La Modista Raggiratrice,6
Astolphe,6
La Pantomime du Charpentier,6
Lallegro Il Penseroso Ed Il Moderato,6
Aurelio And Miranda,6
Zenobia In Palmira,6
At Kings The Fugitive,6
Edward The Black Prince,6
La Pescatrici,6
Davids Lamentation Over Saul And Jonathan,6
The Governor,6
The Woman Captain,6
La Passione,6
The Villain,6
Damon And Phillida,6
La Difesa Damore,6
Don Quixote In England,6
Lamore Artigiano,6
Gioas Re Di Giuda,6
Elmerick,6
Le Trame Deluse,7
The Tragedy of Tragedies or The Life and Death of Tom Thumb the Great,7
The Successful Strangers,7
Selima And Azor,7
Harlequin Student,7
La Governante,7
Il Consiglio Imprudente,7
The Devil To Pay,7
AA Voyage to the Land of Cytherea,7
Mars and Venus,7
The Spanish Curate,7
Sir Solomon Single,7
She Stoops To Conquer Or The Mistakes Of A Night,7
Mrs Midnights New Carnival Concert,7
Cheap Living,7
Julia,7
Titus Andronicus,7
The Humourist or Whos Who,7
Philotas,7
Duplicity,7
Diana on Mount Latmos,7
Nature Will Prevail A Dramatic Proverb,7
Virtue Betrayd Or Anna Bullen,7
Illumination,7
The Distressd Baronet,7
Cutter Of Coleman Street,7
Chrononhotonthologos,7
The Sons of Anacreon,7
Redemption 0,7
I Capricci Del Sesso,7
The Female Chevalier,7
End Opera Astolphe,7
I Vecchi Burlati,7
As It Should Be,7
The Choleric Fathers,7
Richard Coeur De Lion,7
The Syrens,7
NETLEY ABBEY,7
At Kings The School For Scandal,7
Pharnaces,7
Bury Fair,7
An Impromptu Faragolio,7
At Kings Cymon,7
The First Part Of King Henry The Fourth With The Humours Of Sir John Falstaff,7
Solomon,7
La Locandiera,7
Phoebe,7
Arminius,7
The Reprizal,7
La Sposa Fedele,7
Venus and Adonis Second Interlude,7
The Three and the Deuce,7
Aerostation,7
Barataria or Sancho Turnd Governor,7
As17781128,7
The Siege Of Curzola,7
Mitridate,7
Il Duca Datene,7
The Mans The Master,7
The Spring,7
Le Due Contesse,7
At Kings The Haunted Tower,7
La Cameriera Astuta,7
Il Geloso In Cimento,7
Hes Much to Blame,7
The Hotel,7
The Comedy of Errors,7
The Covent Garden Tragedy,7
The Death Of Captain Cook,7
Albina Countess Raimond,7
THE SPRIGS OF LAUREL,7
AULD ROBIN GRAY,7
Harvest Home,7
Florizel And Perdita,7
A Mogul Tale or The Descent of the Balloon,7
The Earl Of Essex Or The Unhappy Favourite,7
The Magic Picture,7
Antony And Cleopatra,7
Beggars Opera,7
The Fatal Extravagance,7
The Messiah Judas Maccabaeus,7
Harlequin and Faustus,7
The Whimsical Death of Harlequin,7
The Coblers Opera,7
Barnaby Brittle or A Wife at her Wits End,7
La Bella Arsene,7
The Tythe Pig,7
The Strolers,7
The Man Of Ten Thousand,7
Orestes,7
THE PRISONER AT LARGE,7
Twelfth Night Or What You Will,8
The Farmers Return from London,8
The Libertine Destroyd,8
The Pirates,8
Telemaco,8
A School For Grey beards,8
Ifigenia In Aulide,8
King Henry Iv Part I With The Humours Of Falstaff,8
The Sword Of Peace,8
Valentinian,8
New Brooms,8
Croesus,8
Marriage A La Mode,8
The Magician,8
The Parting Lovers,8
The Devil to Pay or The Wives Metamorphosed,8
The Pleasant and Comical Adventures of Sir Anthony Noodle and His Little Man Weazle,8
Alessandro Nelle Indie,8
The Fathers,8
The Wicklow Mountains,8
The Second Part Of King Henry The Fourth,8
The Castle Of Montval,8
The Ode,8
Concert Of Vocal And Instrumental Music,8
Erifile,8
The Comical History Of Don Quixote Part Ii,8
TThe Savoyard Travellers,8
Enea E Lavinia,8
New Spain,8
Virtue Betrayed,8
Almena,8
The Tender Husband Or The Accomplished Fools,8
Love at First Sight,8
Nancy,8
1 Henry Iv With The Humours Of Sir John Falstaff,8
At Kings The Siege Of Belgrade,8
Athelstan,8
The Election of the Managers,8
Fontainbleau Or Our Way In France,8
The Doldrum,8
The Maid of the Mill,8
The History Of Jane Shore,8
The Old Debauchees,8
The Adventures of a Night,8
WAYS AND MEANS,8
The Artifice,8
The Widow Bewitchd,8
Silla,8
Secret Love Or The Maiden Queen,8
Jealousy Deceived,8
The Mad Captain,8
The Review,8
The Country Wit Or Sir Mannerly Shallow,8
The Sultan or A Peep into the Seraglio,8
Il Soldano Generoso,8
Arcadia,8
De Montfort,8
La Villanella Rapita,8
Venice Preserved Or A Plot Discoverd,8
THE CITIZEN,8
La Clemenza Di Scipione,8
Giannina E Bernardone,8
The Comical Rivals,8
Bayes in Petticoats,8
The True And Ancient History Of King Lear,8
The Walking Statue,8
Old City Manners,8
Acis and Galatea,8
Papal Tyranny,8
King Henry The Fourth part I,8
Omnipotence,8
The Comical Revenge,8
Alessandro E Timoteo,8
Aurengzebe Or The Great Mogul,8
Philoclea,8
Bonds without Judgement,8
The Amorous Adventure,8
A Womans Revenge Or A Match In Newgate,8
The New Peerage,8
The Battle Of Hexham Or Days Of Old,8
The Country Wedding,8
Il Mercato,8
Fire And Water,8
La Vera Costanza,8
Amphion et Thalie,8
The Strollers,8
Patie And Roger Or The Gentle Shepherd,8
The Fate Of Sparta,8
Tis All a Farce,8
Zoraida,8
THE IRISHMAN IN LONDON,8
King Henry The Fourth With The Humours Of Sir John Falstaff,8
Fatal Falshood,8
Mustapha,8
Bickerstaffs Unburied Dead,8
Joshua,8
Love In The East,8
Gil Blas,9
The Capuchin,9
Old Man Taught Wisdom,9
Nitteti,9
Ninette a la Cour,9
Didone Abbandonata,9
The Briton,9
The Cheats Of Scapin,9
The Cheats or The Tavern Bilkers,9
Zemira And Azor,9
Love And Revenge,9
Don John,9
Love In Many Masks,9
Alessandro Nell Indie,9
Aurengzebe,9
The Rape of Proserpine With the Birth and Adventures of Harlequin,9
Plymouth In An Uproar,9
Katherine and Petruchio,9
At Kings False Colours,9
The Siege Of Aquileia,9
Agamemnon,9
The Dramatic Puffers,9
Cross Partners,9
Inkle and Yarico,9
What A Blunder,9
The Humours Of Oxford,9
Werter,9
La Molinarella,9
The Spanish Rivals,9
The Spanish Friar,9
Antigona,9
Cambro britons,9
Don Juan or The Libertine Destroyed,9
England Preservd,9
Variety,9
Il Marchese Tulipano,9
The Horse and the Widow,9
The Devil to Pay or The Wives Metamorphosd,9
The Devil Of A Wife,9
The Ambitious Stepmother,9
The Happy Nuptials With The Amorous Sportsman,9
Timon Of Athens Or The Man hater,9
The Little French Lawyer,9
King Henry The Ivth Part I,9
The Country Wit,9
The Cobler,9
The Necromancer or Harlequin Dr Faustus,9
Thomyris Queen Of Scythia,9
The Half Pay Officers,9
Seduction,9
The Emperour Of The Moon,9
Sethona,9
Alzuma,9
The Seraglio,9
The Fond Husband Or The Plotting Sisters,9
Edward And Eleonora,9
Il Disertore,9
The Fool,9
Il Dilletante,9
The Triumph of Peace,9
The Good natured Man,9
Clementina,9
Englands Glory,9
La Cosa Rara,9
Liberty Hall,9
Sophonisba,9
Harlequin Incendiary,9
Abra Mule Or Love And Empire,9
King Henry Iv Part I With The Humours Of Sir John Falstaff,9
The Adventurers,9
A Womans Revenge,9
Don Quixote in England,9
The Doctor Last In His Chariot,9
False And True,9
A Friend in Need,9
Tony Lumpkin in Town,9
The Tanner of York,9
All The Worlds A Stage,9
The Married Libertine,9
Achilles in Petticoats,9
The Accomplishd Maid,9
The Soldiers Festival,9
As17610803,9
TThe Judgment of Paris,9
Merlin Harlequin Skeleton,9
Harlequin Restored,9
The Married Man,9
The Union of the Three Sister Arts,9
The Times,9
William And Nanny,9
Themistocles The Lover Of His Country,9
Opera Of Operas,10
Eliza,10
The Man of Quality,10
Teodolinda,10
The Siege Of Sinope,10
The Gentle Shepherd Or Patie And Roger,10
Buxom Joan,10
A Grand Selection Of Sacred Music From The Works Of Handel,10
Timon Of Athens Or The Man Hater,10
Better Late Than Never,10
The Frenchified Lady,10
Harlequin Englishman,10
Turk And No Turk,10
The Cheats,10
The Raft,10
The Regent,10
The True And Antient History Of King Lear And His Three Daughters,10
Almahide,10
2 Henry Iv,10
I Due Svizzeri,10
The School For Arrogance,10
The Mariners,10
Junius Brutus,10
The Walloons,10
Just In Time,10
The Royal Suppliants,10
The Toy,10
Bantry Bay,10
Alexander The Great Or The Rival Queens,10
The Imprisonment with Triumphs of Love,10
La Marchesa Giardiniera,10
Cinna,10
The Tailors,10
Whos The Dupe,10
The Kentish Barons,10
The Festival,10
Imitations,10
The Egyptian Festival,10
The Box lobby Challenge,10
The Country House,10
Ninetta,10
The Perplexities,10
The Lady Jane Gray,10
A Grand Miscellaneous Act,10
LAmour et Psiche,10
The Town Before You,10
King Henry The Fourth First Part,10
The Modern Husband,10
The Triumph of Love,10
The Humours of Bedlam,10
The Royal Shepherd,10
Imprisonment of Harlequin,10
Boadicia,10
The Royal Merchant Or Beggars Bush,10
The Noble Peasant,10
The Spanish Barber Or The Fruitless Precaution,10
The Summers Tale,10
Medee et Jason,10
Cape St,10
The Naval Pillar,10
The Royal Chace or Merlins Cave,10
The Jealous Taylor,10
Saul,10
Entertainments,10
Father Girard the Sorcerer,10
A Fairy Tale,11
The Fall Of Saguntum,11
Motezuma,11
Dido,11
Zingis,11
Try Again,11
Zobeide,11
Almida,11
Alonzo,11
Virtue Betrayd,11
The Comical History Of Don Quixote,11
La Scuola De Gelosi,11
Redemption 3,11
Giulio Sabino,11
The Prophet,11
Zemira E Azore,11
She Stoops To Conquor,11
The Prodigal,11
Polly,11
Le Nozze Di Dorina,11
Arrived at Portsmouth,11
The Escapes of Harlequin,11
The Vintner Trickd,11
A Medley Concert,11
La Vestale,11
The Flitch Of Bacon,11
The Beau Demolished,11
Bannian Day,11
The Law Of Lombardy,11
End Opera LAmour et Psiche,11
The Disbanded Officer,11
La Regina Di Golconda,11
Israel In Egypt,11
The Taylors,11
Redemption 2,11
Il Convito,11
The Provoked Husband Or A Journey To London,11
As17771009,11
tis Well Its No Worse,11
V Les Satires Puny,11
Belphegor,11
A Concert,11
Il Matrimonio Segreto,11
The Universal Passion,11
The Refusal Or The Ladys Philosophy,11
The Meeting of the Company,11
Man And Wife,11
End The Merry Sailors as17680920,11
The Fatal Discovery,11
The Captive,11
La Foire de Smirne,11
A Monody,11
The Cooper,11
The Desert Island,11
The Messiah Grand Selection 0,11
The Fair American,11
Giulio Cesare In Egitto,11
Semiramis,12
The Two Connoisseurs,12
Deborah,12
The Country Mad Cap,12
As17521028,12
Medea,12
TThe Prussian Camp,12
II The Prussian Camp,12
THE PURSE,12
The Comical Revenge Or Love In A Tub,12
Momus Turnd Fabulist,12
Mary Queen Of Scots,12
Il Re Teodoro In Venezia,12
Elvira,12
Seeing is Believing,12
Amelia,12
The Good Natured Man,12
Thomyris,12
Annette et Lubin,12
The Poor Sailor,12
The Capricious Lady,12
The Comical Lovers,12
Il Barbiere Di Siviglia,12
A Bold Stroke for a Wife,12
Love Finds The Way,12
A Voyage to the Land of Cytherea,12
A Widow And No Widow,12
Olympus in an Uproar,12
The King and the Miller,12
Which Is The Man,12
The Prussian Festival,12
Annette and Lubin,12
Esther,12
Tragedy of Tragedies,12
Lopera Du Gueux,12
Didone,12
The Wandering Jew,12
The Stage Mutineers,13
The Jealous Doctor,13
Cleonice,13
The Way to Keep Him,13
Abra Mule,13
The Reparation,13
Albumazar,13
Patie And Roger,13
Paul and Virginia,13
Joan of Arc,13
Fontainville Forest,13
Tristram Shandy,13
The Loves of Mars and Venus,13
The Wedding,13
La Frascatana,13
Appearance is against Them,13
The Anatomist or The Sham Doctor,13
Hob or The Country Wake,13
The Bondman,13
Evelina,13
The Diversions of the Morning,13
Friar Bacon,13
Julius Caesar With The Death Of Brutus And Cassius,13
The Tavern Bilkers,13
La Schiava,13
Lincos Travels,13
Lord Russel,13
Double Falshood,13
Amurath,13
The Choleric Man,13
Here and There and Every Where,13
The Life And Death Of King John,13
The Royal Chace or Harlequin Skeleton,13
Vaudeville,13
The Battle Of Hastings,13
Hunt the Slipper,13
Judas Macchabaeus,13
LLes Charboniers as17521028,13
The Wifes Relief Or The Husbands Cure,13
Phebe or The Beggars Wedding,13
Merlin,13
Half an Hour after Supper,13
Agis,13
Medley,13
Harlequin Statue,13
Mahmoud,14
The Man Of Business,14
Alzira,14
The Humours of an Election,14
The Heir at Law,14
Redemption 1,14
La Scola Dei Maritati,14
The Nunnery,14
Il Ciro Riconosiuto,14
The Necromancer or Harlequin Doctor Faustus,14
Leroe Cinese,14
A Medley Concert And Auction,14
Sir Walter Raleigh,14
The Mirror,14
St Patricks Day,14
Joanna,14
Hes Much To Blame,14
TThe Feast of Bacchus,14
The Point Of Honour,14
Poor Old Drury,14
I Contadini Bizzarri,14
Ernelinda,14
Harlequin Happy,14
The Imprisonment of Harlequin,14
The Fashionable Lady,14
GGrand Dance in Momus,14
Love in a Camp or Patrick in Prussia,14
The Wise Man Of The East,14
The Provocation,14
The Romance of an Hour,14
Next Door Neighbours,14
The Fall Of Mortimer,14
Lusurpator Innocente,15
Lucio Vero,15
Flora or Hob in the Well,15
HEIGHO FOR A HUSBAND,15
Tom Jones,15
Venice Preserved Or A Plot Discovered,15
A Trip to the Nore,15
The Tempest Or The Enchanted Island,15
Interlude,15
The Widowd Wife,15
LODOISKA,15
Medonte,15
Ut Pictura Poesis,15
A Day In Turkey,15
Orfeo,15
The School For Fathers,15
Sir Thomas Overbury,15
Monologues,15
More Ways Than One,15
Miss Lucy in Town,15
The Carmelite,15
Summer Amusement Or An Adventure At Margate,15
Harlequins Treasure 0,15
The Captive of Spilburg,15
Il Bacio,15
Perseus and Andromeda or The Cheats of Harlequin,15
NO SONG NO SUPPER,15
The Midnight Wanderers,15
Annette And Lubin,15
The Mysterious Husband,15
As17891125,15
The First Part Of King Henry Iv,15
The Recruiting Serjeant,15
The Double Mistake,15
The Reprisal,16
Dissipation,16
The Medley,16
The Irish Mimick,16
The East Indian,16
Harlequins Triumph,16
Tumble Down Dick,16
The Absent Man,16
The Albion Queens Or The Death Of Mary Queen Of Scotland,16
Il Capriccio Drammatico,16
The Little Hunchback,16
Il Barone Di Torre Forte,16
Sophonisba Or Hannibals Overthrow,16
Creso,16
King Henry The Fourth Part Ii,16
A Quarter of an Hour before Dinner,16
The Northern Lass Or The Nest Of Fools,16
The Non Juror,16
The Schoolboy,16
Cupids Revenge,16
The Widow Of Malabar,16
The Wonder A Woman Keeps A Secret,16
The Wonder Or A Woman Keeps A Secret,16
Timoleon,16
The Spanish Lady,16
The Cunning Man,16
The Artful Husband,16
Quinto Fabio,16
Fashionable Levities,16
The Opera of Operas,17
Tea,17
Lamore Soldato,17
Armida,17
Piramo E Tisbe,17
Albert and Adelaide,17
The Temple Beau,17
May Day,17
Harlequins Treasure 1,17
The Relief of Williamstadt,17
A Beggar on Horseback,17
Perseo,17
The Country Madcap,17
Blue Devils,17
The Cherokee,17
Dido and Aeneas,17
Henry Viii,17
Harlequins Treasure 2,17
Demofoonte,17
Harlequin Rambler,17
The German Hotel,17
The Jew Of Venice,17
Auction Of Pictures,17
The Lancashire Witches,17
Ines De Castro,17
The Dutch and Scotch Contention,17
The Farm House,17
Creusa,17
Duke and No Duke,17
The Ladys Last Stake Or The Wifes Resentment,17
The Country Revels,17
The Liverpool Prize,18
Bon Ton or High Life above Stairs,18
Love And A Bottle,18
HARLEQUIN PEASANT,18
Ezio,18
Caractacus,18
The Theatrical Candidates,18
The Tempest Or The Inchanted Island,18
SSavoyard Travellers,18
A Trip to Portsmouth,18
The Indian Emperor Or The Conquest Of Mexico By The Spaniards,18
The Wifes Relief,18
The Mother in law,18
The Islanders,18
The Italian Monk,18
La Generosita Dalessandro,18
Florizel and Perdita,18
Don Sebastian,18
Woman Is A Riddle,18
The Beggars Pantomime,18
The Amorous Sportsman,18
Il Trionfo Della Costanza,18
The Lame Lover,18
Matilda,18
Ways And Means,18
Pamela,18
Retaliation,19
1 Henry Iv,19
Concert,19
Wits Last Stake,19
The Widows Vow,19
The Island Princess Or The Generous Portuguese,19
Julius Caesar With The Deaths Of Brutus And Cassius,19
Columbine Courtezan,19
Epsom Wells,19
Ill Tell You What,19
Neck or Nothing,19
The Distressed Mother,19
The Deserted Daughter,19
The Natural Son,19
The Caldron,19
Pan and Syrinx,19
Windsor Castle 2,19
Sprigs of Laurel,19
Fatal Curiosity,19
Fortunes Fool,19
Windsor Castle 1,19
The Northern Lass,19
She Woud And She Woud Not Or The Kind Impostor,19
Nina,19
Lifes Vagaries,19
The History And Fall Of Caius Marius,19
King Richard The Second,20
Pyrrhus And Demetrius,20
Mithridates King Of Pontus,20
Antigono,20
The Man Of Taste,20
The Dumb Cake,20
Margery,20
The Wedding Ring,20
The Fox,20
Sighs,20
The Tragedy of Tragedies,20
RRural Assembly,20
Womans A Riddle,20
Bonduca,20
Alfred,20
Nature Will Prevail,20
Crotchet Lodge,20
A Christmas Tale,20
Don Sebastian King Of Portugal,20
The Jovial Crew Or The Merry Beggars,20
A School For Fathers,21
King Henry Iv Part 2,21
Henry Iv Part Ii,21
False Impressions,21
Secrets Worth Knowing,21
The Fugitive,21
Duke and no Duke,21
The Note of Hand,21
Bartholomew Fair,21
The Fair Circassian,21
The Tobacconist,22
Tit for Tat,22
Hymens Triumph,22
The Lady Of The Manor,22
The Devil upon Two Sticks,22
The School For Rakes,22
Hurly Burly,22
Apollo and Daphne or The Burgo Master Trickd,22
The Judgment of Paris,22
Lilliput,22
The Adopted Child,22
The Election,22
The Albion Queens,22
The Funeral Or Grief A la mode,22
The Enchanter,22
Harlequin Every where,22
The Crusade,22
La Contadina In Corte,22
Tunbridge Walks Or The Yeoman Of Kent,22
Judas Maccabaeus,22
The Secret,22
The Strangers At Home,23
Tunbridge Walks,23
Merlins Cave,23
Love and War,23
The Carnival Of Venice,23
Mariamne,23
The Votary Of Wealth,23
The World In A Village,23
The Smugglers,23
Netley Abbey,23
The Double Disguise,23
Ways and Means,23
The Ladys Last Stake,23
The Soldiers Fortune,23
Harlequins Jacket,23
Tit For Tat,23
The Battle of Hexham,23
The Round Tower,24
The Country Wake,24
The Ladies Frolick,24
The Travellers In Switzerland,24
Greenwich Park,24
The Will,24
The Humours of Harlequin,24
Oroonoko Or The Royal Slave,24
Perseus and Andromeda and the Arcadian Nuptials,24
King Henry Ii,24
Edgar and Emmeline,25
Amadis,25
The Fatal Marriage Or The Innocent Adultery,25
Mago and Dago,25
How To Grow Rich,25
The Authors Farce,25
End The Wapping Landlady,25
Virginia,25
A Preludio,25
The Fond Husband,25
Timanthes,25
Piety in Pattens,25
The Ghost,25
Harlequin Orpheus,25
